ligand,pdb,sample,n_span,rms,control_ihelix_rms
D7J,6BD7,input_model_3,7,0.28023941036005745,0.1722949004428289
D7J,6BD7,input_model_4,7,0.2739594084323966,0.23712809434339874
D7J,6BD7,input_model_5,7,0.49695237696134353,0.216042713802002
D7J,6BD7,input_model_6,7,0.3634241130934005,0.1921178155502158
D7J,6BD7,input_model_7,7,0.4053494036651883,0.20280544008393805
D7J,6BD7,input_model_8,7,0.29019642813983987,0.2194786812010555
D7J,6BD7,input_model_9,7,0.2032795966220718,0.21079775708398704
D7M,6BD5,input_model_0,7,0.24196157867807888,0.2736364656446106
D7M,6BD5,input_model_1,7,0.37334225680824673,0.2658263696226127
D7M,6BD5,input_model_10,7,0.5426172524626567,0.2655812400132976
D7M,6BD5,input_model_11,7,0.2911482567079076,0.2566777848471229
D7M,6BD5,input_model_12,7,0.27523239060963756,0.29934883653303807
D7M,6BD5,input_model_13,7,0.42920246157690284,0.2942199053228225
D7M,6BD5,input_model_14,7,0.2497481683922622,0.24655999727806766
D7M,6BD5,input_model_15,7,0.3686504826144392,0.2540321820835628
D7M,6BD5,input_model_16,7,0.3163441305024123,0.28975035406488825
D7M,6BD5,input_model_17,7,0.2174664022752053,0.2293434257960056
D7M,6BD5,input_model_18,7,0.3332574093180548,0.25595470383308816
D7M,6BD5,input_model_19,7,0.25028618648650713,0.23944852643007813
D7M,6BD5,input_model_2,7,0.3564035041227389,0.2536093208809044
D7M,6BD5,input_model_3,7,0.3930067255326623,0.2682442477558681
D7M,6BD5,input_model_4,7,0.19867454454381445,0.24440070769287847
D7M,6BD5,input_model_5,7,0.3275161911178953,0.2864070566584264
D7M,6BD5,input_model_6,7,0.4301438987951447,0.2547228955750685
D7M,6BD5,input_model_7,7,0.216977750968512,0.260364141658173
D7M,6BD5,input_model_8,7,0.2535554955040828,0.3007100601014877
D7M,6BD5,input_model_9,7,0.2773894811861164,0.2717933959078867
D7Y,6BCZ,input_model_0,7,0.35090733028652404,0.2751455846043197
D7Y,6BCZ,input_model_1,7,0.40519053815269246,0.25629125362426475
D7Y,6BCZ,input_model_10,7,0.25025450036876956,0.23890367910636395
D7Y,6BCZ,input_model_11,7,0.25917657379422454,0.22741279443707246
D7Y,6BCZ,input_model_12,7,0.28262515666013766,0.2034691249008222
D7Y,6BCZ,input_model_13,7,0.38446092210652827,0.22526630745722406
D7Y,6BCZ,input_model_14,7,0.32747006306519955,0.2305588445279513
D7Y,6BCZ,input_model_15,7,0.41070082752088255,0.2039361446211677
D7Y,6BCZ,input_model_16,7,0.4423555828663806,0.2349176074685495
D7Y,6BCZ,input_model_17,7,0.4037680405659996,0.19526507247032954
D7Y,6BCZ,input_model_18,7,0.31075535023415407,0.20942771500648508
D7Y,6BCZ,input_model_19,7,0.2149050655526224,0.2235199255377878
D7Y,6BCZ,input_model_2,7,0.2756303644514801,0.21266229784898993
D7Y,6BCZ,input_model_3,7,0.33114273205917155,0.21751350153689433
D7Y,6BCZ,input_model_4,7,0.1937695711839983,0.20308322649178218
D7Y,6BCZ,input_model_5,7,0.35883800337089794,0.24387367800530524
D7Y,6BCZ,input_model_6,7,0.2929760740847168,0.2416981134334207
D7Y,6BCZ,input_model_7,7,0.3473368797109748,0.23187076537931764
D7Y,6BCZ,input_model_8,7,0.40646728723545594,0.21077760354678396
D7Y,6BCZ,input_model_9,7,0.2920238447791692,0.27365205938671994
D81,6BD8,input_model_0,7,0.575253478813522,0.5957526552346059
D81,6BD8,input_model_1,7,0.6472152532530796,0.4081565458096186
D81,6BD8,input_model_10,7,0.661179631426429,0.4887689190730054
D81,6BD8,input_model_11,7,0.657201608396812,0.5605037173452414
D81,6BD8,input_model_12,7,0.4801376039081257,0.5843620375733661
D81,6BD8,input_model_13,7,0.4707202310153473,0.5131770169822258
D81,6BD8,input_model_14,7,0.5693436711485689,0.5772021826968393
D81,6BD8,input_model_15,7,0.5045968262809348,0.43632448125519163
D81,6BD8,input_model_16,7,0.5068694111059457,0.5683976369938716
D81,6BD8,input_model_17,7,0.5954568644499083,0.5778849173619627
D81,6BD8,input_model_18,7,0.5395153730459611,0.5550534092576428
D81,6BD8,input_model_19,7,0.417188651461266,0.6164823625021095
D81,6BD8,input_model_2,7,0.4147081503236482,0.48614184033574115
D81,6BD8,input_model_3,7,0.44271600076962664,0.5095454120123418
D81,6BD8,input_model_4,7,0.3971663250830837,0.46603975155655486
D81,6BD8,input_model_5,7,0.4491499579568717,0.511037735455971
D81,6BD8,input_model_6,7,0.5660218731513038,0.567411913234689
D81,6BD8,input_model_7,7,0.5681150423485094,0.48817126411538947
D81,6BD8,input_model_8,7,0.48788781484581173,0.572056098906932
D81,6BD8,input_model_9,7,0.5891951133533506,0.46531950903235364
DEJ,6BDI,input_model_0,7,0.15212861470676348,0.20483421264499552
DEJ,6BDI,input_model_1,7,0.25790129379393695,0.19297072343461094
DEJ,6BDI,input_model_10,7,0.2766093651371575,0.17383954680686362
DEJ,6BDI,input_model_11,7,0.4175174056645467,0.194565666862169
DEJ,6BDI,input_model_12,7,0.35553047808694566,0.2062596304261941
DEJ,6BDI,input_model_13,7,0.2751024336115301,0.22313713262276152
DEJ,6BDI,input_model_14,7,0.2210687541470558,0.16631838461441956
DEJ,6BDI,input_model_15,7,0.3389212066589688,0.2239764637609504
DEJ,6BDI,input_model_16,7,0.2298125076279942,0.1787918492885213
DEJ,6BDI,input_model_17,7,0.2287594516523635,0.17360266727338042
DEJ,6BDI,input_model_18,7,0.3646794937036602,0.17847043677353513
DEJ,6BDI,input_model_19,7,0.24259280702840938,0.17998827628998101
DEJ,6BDI,input_model_2,7,0.3242124784491712,0.16835229793379589
DEJ,6BDI,input_model_3,7,0.33086399045142345,0.1762888493476723
DEJ,6BDI,input_model_4,7,0.4837280368110951,0.17585086873766442
DEJ,6BDI,input_model_5,7,0.2949253450905955,0.1747683344001112
DEJ,6BDI,input_model_6,7,0.4517590996496728,0.16828136072331726
DEJ,6BDI,input_model_7,7,0.339015410439284,0.17350440978996814
DEJ,6BDI,input_model_8,7,0.32588143981155615,0.16900399403927824
DEJ,6BDI,input_model_9,7,0.31313849414866535,0.1809007441467502
DJ1,6BDK,input_model_0,7,0.45778568311188755,0.20421101243866507
DJ1,6BDK,input_model_1,7,0.2640306410564313,0.24367538625577873
DJ1,6BDK,input_model_10,7,0.5460876722176445,0.23705011879442509
DJ1,6BDK,input_model_11,7,0.25017118659489784,0.20707643456434166
DJ1,6BDK,input_model_12,7,0.35859227077561334,0.19317749383704147
DJ1,6BDK,input_model_13,7,0.33397351174836787,0.20865556944021244
DJ1,6BDK,input_model_14,7,0.4472568940737703,0.21973046729256995
DJ1,6BDK,input_model_15,7,0.3592089525553639,0.24501890036166932
DJ1,6BDK,input_model_16,7,0.41231372500420305,0.168712347517403
DJ1,6BDK,input_model_17,7,0.3810748799884983,0.2165627965490896
DJ1,6BDK,input_model_18,7,0.4594186614781893,0.19087662564506455
DJ1,6BDK,input_model_19,7,0.36690463058757206,0.23587904052239722
DJ1,6BDK,input_model_2,7,0.3003840465798367,0.2319178182575542
DJ1,6BDK,input_model_3,7,0.28430524559775666,0.2032776753885537
DJ1,6BDK,input_model_4,7,0.2635934311209187,0.19731626519236756
DJ1,6BDK,input_model_5,7,0.4313403723578969,0.21515378322621917
DJ1,6BDK,input_model_6,7,0.35385798498842713,0.22518720778953807
DJ1,6BDK,input_model_7,7,0.24855326386298168,0.21733118866104165
DJ1,6BDK,input_model_8,7,0.2524301655062522,0.179037134664013
DJ1,6BDK,input_model_9,7,0.33863431652010756,0.23803055368849496
ERY,2J0D,input_model_0,4,5.9863900264176815,0.5400404309437566
ERY,2J0D,input_model_1,4,5.98132072597346,0.6688160145529343
ERY,2J0D,input_model_10,4,5.418447608515163,0.5626311054494999
ERY,2J0D,input_model_11,4,6.417000902306413,0.4905847190430175
ERY,2J0D,input_model_12,4,5.966142409812916,0.653212261968729
ERY,2J0D,input_model_13,4,5.890472489795853,0.5758900939189815
ERY,2J0D,input_model_14,4,6.108366648695288,0.5534051803316742
ERY,2J0D,input_model_15,4,5.898797757255689,0.5358391965075135
ERY,2J0D,input_model_16,4,6.063255088718617,0.5579406490262983
ERY,2J0D,input_model_17,4,5.819126113430391,0.5722229874268274
ERY,2J0D,input_model_18,4,3.7879478342569475,0.5001978935773745
ERY,2J0D,input_model_19,4,5.819457826011961,0.5367333642242577
ERY,2J0D,input_model_2,4,6.020704233392764,0.5619347152927721
ERY,2J0D,input_model_3,4,5.637242628994019,0.6608891940907372
ERY,2J0D,input_model_4,4,6.191560419672206,0.5134326565066726
ERY,2J0D,input_model_5,4,6.186627887423951,0.5511163221140123
ERY,2J0D,input_model_6,4,6.167356865270434,0.5444753301088052
ERY,2J0D,input_model_7,4,6.050665019001908,0.664318451730589
ERY,2J0D,input_model_8,4,6.00061213672314,0.6449274096962131
ERY,2J0D,input_model_9,4,6.108951688679852,0.5983437691106489
FZV,6DAC,input_model_0,4,2.0323245746992358,0.365089262609042
FZV,6DAC,input_model_1,4,2.1662692133343904,0.3904081463223122
FZV,6DAC,input_model_10,4,2.155356761926351,0.4539111205323941
FZV,6DAC,input_model_11,4,2.213005439971866,0.44351366153457716
FZV,6DAC,input_model_12,4,2.1440700363669873,0.4418529052627894
FZV,6DAC,input_model_13,4,2.09508529733208,0.48168557207743634
FZV,6DAC,input_model_14,4,2.1727266554094316,0.5066489818066113
FZV,6DAC,input_model_15,4,2.1198786300624852,0.4638388215349535
FZV,6DAC,input_model_16,4,2.101314082504079,0.5203437969823111
FZV,6DAC,input_model_17,4,2.101789175925826,0.47164630685636255
FZV,6DAC,input_model_18,4,2.129526389243535,0.4626905414625988
FZV,6DAC,input_model_19,4,5.338957187966791,0.6582723165595185
FZV,6DAC,input_model_2,4,2.0279389374196675,0.4817425288954807
FZV,6DAC,input_model_3,4,2.1232022143807883,0.5739587426637367
FZV,6DAC,input_model_4,4,2.0569093626092814,0.5703140304029566
FZV,6DAC,input_model_5,4,2.093496535522456,0.508905508322332
FZV,6DAC,input_model_6,4,2.087581585923839,0.4757873134138523
FZV,6DAC,input_model_7,4,2.132960597017602,0.4306128958572897
FZV,6DAC,input_model_8,4,2.206666811632169,0.3855837662778316
FZV,6DAC,input_model_9,4,2.167577032950445,0.4685303935656407
J9K,4D78,input_model_0,7,4.292839148164571,0.6245235686460265
J9K,4D78,input_model_1,7,4.3727902598432085,0.6485179171278166
J9K,4D78,input_model_10,7,4.662627814486566,0.6807337429307758
J9K,4D78,input_model_11,7,4.647697226061953,0.7015981257046179
J9K,4D78,input_model_12,7,4.7442416893536015,0.6887525984322712
J9K,4D78,input_model_13,7,4.89118536150767,0.6438179546880408
J9K,4D78,input_model_14,7,4.6125836500890856,0.6719125777768653
J9K,4D78,input_model_15,7,4.797224189686105,0.6556686655855423
J9K,4D78,input_model_16,7,4.633135656488688,0.714398127236383
J9K,4D78,input_model_17,7,4.760025854179377,0.7057177427458649
J9K,4D78,input_model_18,7,4.828318584804256,0.6839185539285403
J9K,4D78,input_model_19,7,4.723250257856254,0.6939626703370863
J9K,4D78,input_model_2,7,4.49282294834941,0.6272190908737468
J9K,4D78,input_model_3,7,4.665576675636529,0.6129066645138384
J9K,4D78,input_model_4,7,4.719396020201588,0.6418023928464538
J9K,4D78,input_model_5,7,4.871153643600969,0.6452330323983495
J9K,4D78,input_model_6,7,4.519326021853436,0.7225096274738545
J9K,4D78,input_model_7,7,4.453099823780966,0.6264954136031289
J9K,4D78,input_model_8,7,4.730232222369665,0.6889345686845149
J9K,4D78,input_model_9,7,4.528259850044811,0.6940816678198095
KLN,2V0M,input_model_0,7,5.420515886844832,1.059341821599347
KLN,2V0M,input_model_1,7,5.442141505159361,0.9375312091347661
KLN,2V0M,input_model_10,7,5.444382217780062,0.9952456870641163
KLN,2V0M,input_model_11,7,5.065895622902389,1.008724635445972
KLN,2V0M,input_model_12,7,5.36489998159241,0.9347570812427805
KLN,2V0M,input_model_13,7,5.471733643059919,0.9391746108366593
KLN,2V0M,input_model_14,7,5.118865202195775,1.0371144900804214
KLN,2V0M,input_model_15,7,5.545391947209057,0.7581107029548939
KLN,2V0M,input_model_16,7,5.322906340160829,0.9676213154868945
KLN,2V0M,input_model_17,7,5.320842523282009,0.912599429042274
KLN,2V0M,input_model_18,7,4.549550758929944,0.488604626836526
KLN,2V0M,input_model_19,7,2.8062797769042973,0.3312102315385759
KLN,2V0M,input_model_2,7,5.267896567262833,0.9218578513685982
KLN,2V0M,input_model_3,7,5.297947326647657,0.9802817282160174
KLN,2V0M,input_model_4,7,5.102411829536161,0.9727708846597499
KLN,2V0M,input_model_5,7,5.678711589947155,0.9701909843601039
KLN,2V0M,input_model_6,7,5.459465017520959,1.0072969915435934
KLN,2V0M,input_model_7,7,5.601446849898387,1.0261664516610751
KLN,2V0M,input_model_8,7,5.0298004685993,0.8563974528131202
KLN,2V0M,input_model_9,7,5.163705487478658,0.8465642788225369
MF8,5G5J,input_model_0,7,0.34875448175602736,0.18413765882487682
MF8,5G5J,input_model_1,7,0.38380409197782694,0.18596227536732443
MF8,5G5J,input_model_10,7,0.3714423690224948,0.24923737696710824
MF8,5G5J,input_model_11,7,0.3324932485500021,0.21423275311525605
MF8,5G5J,input_model_12,7,0.4019028882228126,0.22054849403924834
MF8,5G5J,input_model_13,7,0.5306988303727806,0.1992804284512609
MF8,5G5J,input_model_14,7,0.4459631192807628,0.2222043750860718
MF8,5G5J,input_model_15,7,0.43997342158853425,0.19421645582735506
MF8,5G5J,input_model_16,7,0.5088127071104259,0.20824917796480488
MF8,5G5J,input_model_17,7,0.3027887423906975,0.222750575259058
MF8,5G5J,input_model_18,7,0.585473661361743,0.19274056095179976
MF8,5G5J,input_model_19,7,0.42319416375812463,0.20879084737189568
MF8,5G5J,input_model_2,7,0.4214882857464595,0.2531312326814775
MF8,5G5J,input_model_3,7,0.37439949455942856,0.19131099070897137
MF8,5G5J,input_model_4,7,0.38609627027148635,0.18010339845887127
MF8,5G5J,input_model_5,7,0.49321052884228445,0.19895297638818674
MF8,5G5J,input_model_6,7,0.3535266814006983,0.17686614121683086
MF8,5G5J,input_model_7,7,0.39887714651443673,0.21186524831662626
MF8,5G5J,input_model_8,7,0.4597276704794067,0.2189710560245574
MF8,5G5J,input_model_9,7,0.3151732493087091,0.18393700504541025
MWS,6OOB,input_model_0,7,0.2860216601488216,0.31560828612451297
MWS,6OOB,input_model_1,7,0.4178486920112173,0.29179827213334447
MWS,6OOB,input_model_10,7,0.24012449293295163,0.26025773034553507
MWS,6OOB,input_model_11,7,0.3855608237393999,0.25458301069253103
MWS,6OOB,input_model_12,7,0.45634864743848436,0.29181538370750526
MWS,6OOB,input_model_13,7,0.24778522636060385,0.3115297083566535
MWS,6OOB,input_model_14,7,0.24167763015002755,0.27655219180254353
MWS,6OOB,input_model_15,7,0.3548033806927181,0.23321710236847124
MWS,6OOB,input_model_16,7,0.5993810418740624,0.30494293696980096
MWS,6OOB,input_model_17,7,0.6153079954849222,0.3377862529284083
MWS,6OOB,input_model_18,7,0.25264571629767274,0.33356383646439036
MWS,6OOB,input_model_19,7,0.31214894640308327,0.27442862347330105
MWS,6OOB,input_model_2,7,0.2390533508648452,0.3597180013354625
MWS,6OOB,input_model_3,7,0.2697666854832909,0.32811193130522587
MWS,6OOB,input_model_4,7,0.2834454858034018,0.30890556542427555
MWS,6OOB,input_model_5,7,0.3342979674371713,0.2602449679246862
MWS,6OOB,input_model_6,7,0.21939493628617324,0.3424644682482543
MWS,6OOB,input_model_7,7,0.20012966709685817,0.26946969682374344
MWS,6OOB,input_model_8,7,0.29234305421650725,0.31869820500334745
MWS,6OOB,input_model_9,7,0.5935339554456873,0.29862701630267086
MWV,6OO9,input_model_0,7,0.3381356156815552,0.27052619861435273
MWV,6OO9,input_model_1,7,0.3505002299309705,0.22559456075753598
MWV,6OO9,input_model_10,7,0.38230416161695174,0.2541199222556201
MWV,6OO9,input_model_11,7,0.22212585632142565,0.3236780589945549
MWV,6OO9,input_model_12,7,0.6008875543063797,0.2672283117703784
MWV,6OO9,input_model_13,7,0.5942833591541682,0.2607272793255154
MWV,6OO9,input_model_14,7,0.4163586126173926,0.24271444904479736
MWV,6OO9,input_model_15,7,0.7217112580932974,0.3185628385250201
MWV,6OO9,input_model_16,7,0.23937041534611828,0.2505429992354462
MWV,6OO9,input_model_17,7,3.2206263547344265,0.7400136411034155
MWV,6OO9,input_model_18,7,4.303567419306089,0.8298985291218971
MWV,6OO9,input_model_19,7,0.481757377203291,0.2283779204864775
MWV,6OO9,input_model_2,7,0.44837739865638304,0.22643436339548476
MWV,6OO9,input_model_3,7,0.240079571849387,0.26326664654602355
MWV,6OO9,input_model_4,7,0.31490559248966987,0.2682375174495666
MWV,6OO9,input_model_5,7,0.3375375591147056,0.28996572099824447
MWV,6OO9,input_model_6,7,0.361356039760174,0.24635397721621638
MWV,6OO9,input_model_7,7,0.2898978496861079,0.26698240850713945
MWV,6OO9,input_model_8,7,0.3015646815960345,0.30507188312386463
MWV,6OO9,input_model_9,7,0.2546310411109792,0.27826707497241693
MYT,1W0G,input_model_0,7,0.6330468995051166,0.2881139166629997
MYT,1W0G,input_model_1,7,0.588282781720721,0.3284726004682119
MYT,1W0G,input_model_10,7,0.5896699256441055,0.31599254603289967
MYT,1W0G,input_model_11,7,0.7376885665866248,0.2989527404714143
MYT,1W0G,input_model_12,7,0.5437218312531132,0.3041768012395711
MYT,1W0G,input_model_13,7,0.6413443804140853,0.3354126602513386
MYT,1W0G,input_model_14,7,0.5752489555683026,0.30612200048083277
MYT,1W0G,input_model_15,7,0.501158256813829,0.3279428246718658
MYT,1W0G,input_model_16,7,0.6381309270814169,0.3184338096595898
MYT,1W0G,input_model_17,7,0.5239608809154433,0.3251743790364548
MYT,1W0G,input_model_18,7,0.5106678588986667,0.31392163023874814
MYT,1W0G,input_model_19,7,0.6258966713551892,0.3040955618990077
MYT,1W0G,input_model_2,7,0.683355738843846,0.35329374550034953
MYT,1W0G,input_model_3,7,0.772339536230499,0.32815403962843653
MYT,1W0G,input_model_4,7,0.7095642067351271,0.3150326934960057
MYT,1W0G,input_model_5,7,0.5714892083978067,0.3996218366185739
MYT,1W0G,input_model_6,7,0.44339052206085605,0.3182013802386672
MYT,1W0G,input_model_7,7,0.6935271618454038,0.36205706569805607
MYT,1W0G,input_model_8,7,0.5644255666773471,0.30084003332005066
MYT,1W0G,input_model_9,7,0.49692007310911024,0.3495296531219432
NI6,7UFA,input_model_0,7,6.65063670925182,0.23741450912666084
NI6,7UFA,input_model_1,7,6.9955896592556925,0.2830096885416968
NI6,7UFA,input_model_10,7,6.886545279875049,0.2204011771433451
NI6,7UFA,input_model_11,7,6.817984207118003,0.2448558889368439
NI6,7UFA,input_model_12,7,6.825964625623493,0.3260924552835764
NI6,7UFA,input_model_13,7,6.891134557299489,0.2843432840549316
NI6,7UFA,input_model_14,7,6.995382138226877,0.24632661910347428
NI6,7UFA,input_model_15,7,6.994685770964064,0.22085713815153304
NI6,7UFA,input_model_16,7,7.274237201131091,0.2949294559582015
NI6,7UFA,input_model_17,7,6.9639315234769965,0.2771608569016389
NI6,7UFA,input_model_18,7,6.938898610640387,0.40980823935165356
NI6,7UFA,input_model_19,7,7.127882746696841,0.22396951133087184
NI6,7UFA,input_model_2,7,7.0092650493815425,0.25247077191749895
NI6,7UFA,input_model_3,7,7.022342131032531,0.34240419164979247
NI6,7UFA,input_model_4,7,6.878980515209476,0.30659636590947353
NI6,7UFA,input_model_5,7,6.914104108709232,0.24245516165874864
NI6,7UFA,input_model_6,7,6.943300854485172,0.3120614827436626
NI6,7UFA,input_model_7,7,6.900780683071657,0.24567253404555103
NI6,7UFA,input_model_8,7,7.127747238643995,0.2010438480646374
NI6,7UFA,input_model_9,7,6.872649927952185,0.2676649950535284
NJ0,7UFB,input_model_0,7,0.406167996421481,0.21480933859858264
NJ0,7UFB,input_model_1,7,0.3008032481575615,0.6643356726805939
NJ0,7UFB,input_model_10,7,0.39784885136445114,0.6128430139221005
NJ0,7UFB,input_model_11,7,0.514750108396966,0.6260907372876011
NJ0,7UFB,input_model_12,7,0.705396502607119,0.34384619533636535
NJ0,7UFB,input_model_13,7,0.6360622422901159,0.4196565779127641
NJ0,7UFB,input_model_14,7,0.6207542032576284,0.710193976780189
NJ0,7UFB,input_model_15,7,0.3867680049860066,0.5393089569153551
NJ0,7UFB,input_model_16,7,0.5190824372011883,0.6207399212684043
NJ0,7UFB,input_model_17,7,0.5495715806592945,0.5786653053145542
NJ0,7UFB,input_model_18,7,0.440302152766509,0.5720029866594647
NJ0,7UFB,input_model_19,7,1.6610726737798047,0.6734688086304096
NJ0,7UFB,input_model_2,7,0.8292771414635549,0.5711699896885537
NJ0,7UFB,input_model_3,7,0.39885411224662853,0.4989949725150718
NJ0,7UFB,input_model_4,7,0.5025576167552663,0.6034016032828762
NJ0,7UFB,input_model_5,7,0.37826700624140924,0.6499283926884013
NJ0,7UFB,input_model_6,7,0.4385779586103696,0.28811197740370453
NJ0,7UFB,input_model_7,7,0.4705214058935364,0.5946081070252057
NJ0,7UFB,input_model_8,7,0.5901185083042363,0.6329785409286085
NJ0,7UFB,input_model_9,7,0.4491121940481191,0.593586066188477
NJO,7UFC,input_model_0,7,0.6355968456110647,0.3483227819090439
NJO,7UFC,input_model_1,7,0.7419362011414613,0.2671968131144137
NJO,7UFC,input_model_10,7,0.7133604413161603,0.3076153632715756
NJO,7UFC,input_model_11,7,0.5860442903184008,0.3800791953959076
NJO,7UFC,input_model_12,7,0.6485133089585354,0.4064212838356095
NJO,7UFC,input_model_13,7,0.5228877573764237,0.31312363696558165
NJO,7UFC,input_model_14,7,0.5372942631206188,0.20678016159682922
NJO,7UFC,input_model_15,7,0.6141901578033276,0.4269906832037275
NJO,7UFC,input_model_16,7,0.6000590182036363,0.2650448370784777
NJO,7UFC,input_model_17,7,0.6232031675381627,0.3592149372903905
NJO,7UFC,input_model_18,7,0.5164012680694756,0.4012590079866125
NJO,7UFC,input_model_19,7,1.5380479752554093,0.43900880408184384
NJO,7UFC,input_model_2,7,0.6227984092430028,0.33164234194639
NJO,7UFC,input_model_3,7,0.6255562858479209,0.3808928550022524
NJO,7UFC,input_model_4,7,0.6194012606493771,0.2687111466995433
NJO,7UFC,input_model_5,7,0.6937905064181441,0.360164797290612
NJO,7UFC,input_model_6,7,0.5729886629515144,0.3407508553016674
NJO,7UFC,input_model_7,7,0.7409651217973358,0.28605744777230835
NJO,7UFC,input_model_8,7,0.38773458574720077,0.3889735058501232
NJO,7UFC,input_model_9,7,0.6315570985661447,0.2728066489307723
NXR,7UFE,input_model_0,7,4.031299983834082,0.5189872217415613
NXR,7UFE,input_model_1,7,4.1659397939447285,0.49795889147958544
NXR,7UFE,input_model_10,7,1.119563206840582,0.4630257576289823
NXR,7UFE,input_model_11,7,1.0559283672689532,0.3608622867897897
NXR,7UFE,input_model_12,7,3.837069461871569,0.548571419959064
NXR,7UFE,input_model_13,7,1.0997288698942755,0.4393200167401238
NXR,7UFE,input_model_14,7,0.8019291264044246,0.4025888335501763
NXR,7UFE,input_model_15,7,3.9370374724112045,0.4860368000572004
NXR,7UFE,input_model_16,7,1.574084384448296,0.41843669560323626
NXR,7UFE,input_model_17,7,0.9791132761657864,0.35903025191553123
NXR,7UFE,input_model_18,7,0.9229801274199939,0.3953550013114352
NXR,7UFE,input_model_19,7,1.76997808585532,0.4308507189455555
NXR,7UFE,input_model_2,7,4.149184124576024,0.5653931738829057
NXR,7UFE,input_model_3,7,4.055889268698665,0.5521753029802757
NXR,7UFE,input_model_4,7,3.6654823389909006,0.4997147572606167
NXR,7UFE,input_model_5,7,4.076390032261639,0.5379550605073724
NXR,7UFE,input_model_6,7,4.239938647055488,0.5136310139922715
NXR,7UFE,input_model_7,7,4.263613249955412,0.516994176806545
NXR,7UFE,input_model_8,7,3.9303672124520896,0.7292540098293797
NXR,7UFE,input_model_9,7,4.092413353950899,0.5230657137827455
NYF,7UFF,input_model_0,7,4.343884794535555,0.5524862415393716
NYF,7UFF,input_model_1,7,4.068401287912218,0.5506585146390357
NYF,7UFF,input_model_10,7,4.159277650183473,0.5478287343879575
NYF,7UFF,input_model_11,7,4.193322465747743,0.48829777504650057
NYF,7UFF,input_model_12,7,3.944656388162172,0.6429605958424901
NYF,7UFF,input_model_13,7,4.090423962006058,0.5610878712584136
NYF,7UFF,input_model_14,7,4.093770897233223,0.5648286845376901
NYF,7UFF,input_model_15,7,3.7616054530545138,0.4846562819921616
NYF,7UFF,input_model_16,7,4.201487718159979,0.4620404722113975
NYF,7UFF,input_model_17,7,4.102298589556175,0.5087720917873003
NYF,7UFF,input_model_18,7,4.064916055986264,0.5241927381274613
NYF,7UFF,input_model_19,7,1.0080170469752558,0.35914346959342974
NYF,7UFF,input_model_2,7,4.1842774317198135,0.4837538264347845
NYF,7UFF,input_model_3,7,4.084740013468289,0.609985963088393
NYF,7UFF,input_model_4,7,4.001000011491984,0.5379874281230625
NYF,7UFF,input_model_5,7,4.272564407761606,0.5343628153648413
NYF,7UFF,input_model_6,7,3.959739529245929,0.5195863439889994
NYF,7UFF,input_model_7,7,4.233761202507005,0.5080898829824644
NYF,7UFF,input_model_8,7,4.194182288448164,0.5298131275093643
NYF,7UFF,input_model_9,7,3.9176054595408116,0.5640797542737137
PG0,9BV6,input_model_0,6,4.8461515013752345,0.6327812284362337
PG0,9BV6,input_model_1,6,4.801937459746415,0.5947152229566356
PG0,9BV6,input_model_10,6,4.883221930507992,0.6455432138899805
PG0,9BV6,input_model_11,6,4.935117768010713,0.5660195782321146
PG0,9BV6,input_model_12,6,4.958700975393265,0.6148026823739469
PG0,9BV6,input_model_13,6,4.848627867583519,0.5759013303058647
PG0,9BV6,input_model_14,6,4.741742272357096,0.5883928857221441
PG0,9BV6,input_model_15,6,4.685358097099763,0.552779916546146
PG0,9BV6,input_model_16,6,4.7680808731863715,0.59650036043001
PG0,9BV6,input_model_17,6,5.0256463852639515,0.5812495062606229
PG0,9BV6,input_model_18,6,4.901077721869808,0.5040883245606119
PG0,9BV6,input_model_19,6,4.835733292322169,0.5206998737259109
PG0,9BV6,input_model_2,6,4.73681037901525,0.534676726896675
PG0,9BV6,input_model_3,6,4.8329411709920524,0.5411436195318035
PG0,9BV6,input_model_4,6,4.831787548507153,0.6663095656830118
PG0,9BV6,input_model_5,6,4.894015567819463,0.6069185244660825
PG0,9BV6,input_model_6,6,4.748063993691489,0.5370692486311079
PG0,9BV6,input_model_7,6,4.774112053309574,0.5821776725120961
PG0,9BV6,input_model_8,6,4.6954776043675635,0.595307705391454
PG0,9BV6,input_model_9,6,4.869738981593654,0.6277099498827089
PG4,9YK4,input_model_0,7,0.39098155302873483,0.3131590605267368
PG4,9YK4,input_model_1,7,0.3601555066056728,0.2867286330717821
PG4,9YK4,input_model_10,7,0.36878386666053464,0.23490927427835034
PG4,9YK4,input_model_11,7,0.5443547760440411,0.2713064555468611
PG4,9YK4,input_model_12,7,0.38773026335555805,0.277248554037093
PG4,9YK4,input_model_13,7,0.5567571088714943,0.33978068157334856
PG4,9YK4,input_model_14,7,0.3899411326978501,0.33858371902280326
PG4,9YK4,input_model_15,7,0.4484086746417029,0.33832454020333097
PG4,9YK4,input_model_16,7,0.24966012835091353,0.31508692547511735
PG4,9YK4,input_model_17,7,0.3490697987196028,0.3159794654433621
PG4,9YK4,input_model_18,7,0.4389961451091478,0.31708448256060096
PG4,9YK4,input_model_19,7,0.42599534882394413,0.37475692025027774
PG4,9YK4,input_model_2,7,0.4315244085875239,0.4063583889456347
PG4,9YK4,input_model_3,7,0.3469785188676044,0.2995880807375864
PG4,9YK4,input_model_4,7,0.34504921873183364,0.35708837316681774
