kind,donor,ligand,pdb,n_span,n_core,core_fit,rms,max_dev,control_ihelix_rms,dropped
holo,4K9V,A1ASQ,9BVA,7,146.0,0.3764376034779446,1.0582398701073394,2.2784207361449207,0.36478424402640686,
holo,4K9V,A1ASR,9BV9,7,146.0,0.3834212774800463,1.0814971828079616,2.2549320330219818,0.3131902478678304,
holo,4K9V,A1ASS,9BV8,7,146.0,0.3692791898162616,0.8069075320035525,1.5729677996470295,0.32881214275546,
holo,4K9V,A1AST,9BV7,7,146.0,0.37683405153960076,1.0070904818755095,2.133230144580648,0.33442195609681363,
holo,4K9V,A1ASU,9BV6,6,146.0,0.3651869542526534,4.152250252487912,6.3570536246660705,0.33873595398611456,
holo,4K9V,A1ASV,9BV5,7,146.0,0.42069979907589494,0.8606750860425362,1.825510900425464,0.29114259818548244,
holo,4K9V,A1BNX,9MS1,2,,,,,,span < 4 residues in common
holo,4K9V,A1CIW,9PLK,4,146.0,0.5133345529856953,4.177461581202589,5.49279337937893,0.6286827122222184,
holo,4K9V,CFF,8SO1,7,146.0,0.38281702477159313,1.1927490474910998,2.2913738501824743,0.43473313970936533,
holo,4K9V,CL6,8SPD,7,146.0,0.5523650386076938,6.986572581105507,8.897717349528977,0.4490884939288133,
holo,4K9V,D0R,3TJS,2,,,,,,span < 4 residues in common
holo,4K9V,D7J,6BD7,7,146.0,0.3359081412609964,1.0004381489515666,2.2616813716808144,0.21683546911548682,
holo,4K9V,D7M,6BD5,7,146.0,0.3374298724482545,1.0766398627780431,2.2524736125301703,0.24162525082372932,
holo,4K9V,D7Y,6BCZ,7,146.0,0.28354034624475327,0.9720338769354933,2.0645631256301504,0.21299592138097384,
holo,4K9V,D81,6BD8,7,146.0,0.3854871978275176,1.1535024450662101,2.222274587339912,0.5144007265205117,
holo,4K9V,DEJ,6BDI,7,146.0,0.3311591792803292,0.9843304824055825,2.042892507336158,0.2518325018359411,
holo,4K9V,DEV,6BDH,0,,,,,,span < 4 residues in common
holo,4K9V,DJ1,6BDK,7,146.0,0.3381418402102401,1.0386734103247104,2.1621788523662384,0.25412946571798267,
holo,4K9V,ERY,2J0D,4,146.0,0.6314852639147122,5.461597462957313,8.190827442487585,0.7028693029898092,
holo,4K9V,FZV,6DAC,4,146.0,0.3299380551755439,1.942538763125675,3.8352323138844624,0.3437725214380368,
holo,4K9V,G0D,6DA2,3,,,,,,span < 4 residues in common
holo,4K9V,G0J,6DA8,1,,,,,,span < 4 residues in common
holo,4K9V,G0M,6DAA,1,,,,,,span < 4 residues in common
holo,4K9V,G0V,6DAB,0,,,,,,span < 4 residues in common
holo,4K9V,G1J,6DA5,1,,,,,,span < 4 residues in common
holo,4K9V,J9K,4D78,7,146.0,0.40389098361283055,4.481879671612497,5.584852093790187,0.6449272926567923,
holo,4K9V,KLN,2V0M,7,146.0,0.6238144771791174,5.050840787382528,6.736847818580553,0.8922553202355429,
holo,4K9V,MF8,5G5J,7,146.0,0.401181566449308,1.0592969105475314,2.2217690084720574,0.3782169021375654,
holo,4K9V,MWS,6OOB,7,146.0,0.44658780545781057,1.2048805426885543,2.5111086657603328,0.5497286410666593,
holo,4K9V,MWV,6OO9,7,146.0,0.49217894141728485,1.051471147262372,2.2558703339684927,0.46985448057350615,
holo,4K9V,MWY,6OOA,1,,,,,,span < 4 residues in common
holo,4K9V,MYT,1W0G,7,146.0,0.5568166623450109,0.8205814528801183,1.6925769977762455,0.41648946869963616,
holo,4K9V,NH0,7UF9,0,,,,,,span < 4 residues in common
holo,4K9V,NI6,7UFA,7,146.0,0.32214524112070575,6.724781184304236,8.083265488656904,0.4445127020612504,
holo,4K9V,NJ0,7UFB,7,146.0,0.3366287800336243,0.9247114358815266,1.9379292149481455,0.27182167081333763,
holo,4K9V,NJO,7UFC,7,146.0,0.370754668500292,0.7976175504498357,1.5985115065938222,0.31024720309666176,
holo,4K9V,NXR,7UFE,7,146.0,0.6088223884840887,4.481651352555488,5.961712258687472,0.8573592314582071,
holo,4K9V,NYF,7UFF,7,146.0,0.6085569498709407,4.503093040814162,6.005508409989527,0.8556512554380352,
holo,4K9V,PG0,9BV6,6,146.0,0.3651869542526534,4.152250252487912,6.3570536246660705,0.33873595398611456,
holo,4K9V,PG4,9YK4,7,146.0,0.3333505074597686,1.0101205884544056,2.007127304522617,0.3113343259727582,
holo,4K9V,PK9,4D6Z,7,146.0,0.3787429652524204,1.0158762416702987,2.10269531798288,0.31181515327645337,
holo,4K9V,PKT,4D7D,7,146.0,0.433891781216833,4.08077518272876,5.39699488328963,0.6676529280979876,
holo,4K9V,QDJ,6UNL,0,,,,,,span < 4 residues in common
holo,4K9V,QDP,6UNM,0,,,,,,span < 4 residues in common
holo,4K9V,QDV,6UNI,0,,,,,,span < 4 residues in common
holo,4K9V,QDY,6UNJ,7,146.0,0.6371777315108633,3.91966022082898,4.877351377696771,0.9177347090780169,
holo,4K9V,QE4,6UNK,3,,,,,,span < 4 residues in common
holo,4K9V,QEA,6UNH,4,146.0,0.403161481305891,0.6658794129917397,0.7719857739415613,0.5481829307077133,
holo,4K9V,QEP,6UNG,4,146.0,0.35917221595807414,0.6593108273160586,0.8060319360340348,0.658556097430007,
holo,4K9V,QES,6UNE,4,146.0,0.3327897436449504,0.9719136886851124,1.0969332660995692,0.4668834393974522,
holo,4K9V,RIT,3NXU,7,146.0,0.7404593930785254,4.505498580798237,5.741057318772526,0.9853561851637416,
holo,4K9V,T0K,7UFD,7,146.0,0.33418485709909734,0.791031789868047,1.4287987542052532,0.33397249848364435,
holo,4K9V,TCI,9PLJ,7,146.0,0.42557440162935156,1.1884435117553644,2.444430227116115,0.4997913459292376,
holo,4K9V,X5Y,7KVH,7,146.0,0.5369660303588136,4.807290916907657,6.674450171901869,0.8341522686187375,
holo,4K9V,X6J,7KVP,3,,,,,,span < 4 residues in common
holo,4K9V,X6S,7KVO,7,146.0,0.5441804111717033,4.386664326846542,5.943073188130256,0.8399335588891976,
holo,4K9V,X6V,7KVN,7,145.0,0.5809629421027175,4.607870402214281,6.214529256701983,0.8316367080643599,
holo,4K9V,X71,7KVM,2,,,,,,span < 4 residues in common
holo,4K9V,X74,7KVS,7,146.0,0.5673823150343793,4.3807247779677425,6.129150352769569,0.8633543112657837,
holo,4K9V,X7D,7KVQ,7,146.0,0.5600671578384557,4.387405440447035,6.030028299366679,0.8245973544125084,
holo,4K9V,X7J,7KVK,7,146.0,0.6233886827824332,4.503218979211491,6.08698716642761,0.9083582008713161,
holo,4K9V,X7M,7KVJ,0,,,,,,span < 4 residues in common
holo,4K9V,X7P,7KVI,1,,,,,,span < 4 residues in common
holo,4K9V,Y83,6BDM,4,146.0,0.4098577990908959,2.894396971665158,5.28030581434941,0.7193902398010779,
holo,4K9V,YNV,7LXL,2,,,,,,span < 4 residues in common
holo,4K9V,Z8Z,4I4G,7,146.0,0.4600661899192953,5.063371925512145,6.523209253393864,0.7140165819464243,
holo,4K9V,Z9Z,4I4H,7,146.0,0.46640208478333556,4.523665428588927,6.10881291923556,0.7772101984949835,
holo,4K9W,08J,5TE8,7,148.0,1.4119444650321402,9.454989706637765,16.42225714529416,1.5605158682681188,
holo,4K9W,08Y,3UA1,7,147.0,1.0702566836117298,4.558316970089064,5.8494394220662755,1.2789025273139674,
holo,4K9W,1RD,4K9T,7,146.0,0.4946477051618684,5.929191128592804,7.947243681812473,0.48383262251701864,
holo,4K9W,2QH,4NY4,7,147.0,0.8973798963612122,4.230365140528026,5.730603010711833,0.8736040807400874,
holo,4K9W,5AW,4K9U,1,,,,,,span < 4 residues in common
holo,4K9W,6AW,4K9V,7,146.0,0.7245423294251561,4.533368950289406,5.989508781716494,0.9385882818656066,
holo,4K9W,80K,6BD6,7,148.0,0.820856693353673,4.028192325406163,5.57281687879923,0.7043478252150295,
holo,4K9W,8AW,4K9X,5,147.0,0.47133642236318074,1.0594840981270723,1.6253675970822608,0.37612957221857296,
holo,4K9W,A1A06,9COS,0,,,,,,span < 4 residues in common
holo,4K9W,A1A07,9COR,1,,,,,,span < 4 residues in common
holo,4K9W,A1A08,9COT,0,,,,,,span < 4 residues in common
holo,4K9W,A1A4K,9COX,0,,,,,,span < 4 residues in common
holo,4K9W,A1A4S,9COV,0,,,,,,span < 4 residues in common
holo,4K9W,A1A4T,9COY,0,,,,,,span < 4 residues in common
holo,4K9W,A1A4U,9COU,0,,,,,,span < 4 residues in common
holo,4K9W,A1A4V,9COW,0,,,,,,span < 4 residues in common
holo,4K9W,A1APA,9BBB,1,,,,,,span < 4 residues in common
holo,4K9W,A1ASO,9BVC,7,148.0,1.0231933730238227,4.439197316904856,5.597582997813711,1.0966280546942881,
holo,4K9W,A1ASP,9BVB,7,148.0,1.0040226917167294,4.464600242362619,5.539978241786743,1.1142447998425382,
holo,4K9W,A1ASQ,9BVA,7,148.0,1.0132652679400695,4.55688079287013,5.760935711984756,1.0818551068865214,
holo,4K9W,A1ASR,9BV9,7,148.0,1.0273322128446636,4.489093697864166,5.571276641225952,1.122500484221472,
holo,4K9W,A1ASS,9BV8,7,148.0,1.003547436665067,4.415360039467248,5.71086259192673,1.1294231675137318,
holo,4K9W,A1AST,9BV7,7,148.0,0.997183425284873,4.485287693142314,5.67825580564183,1.0864836523299728,
holo,4K9W,A1ASU,9BV6,6,148.0,0.9536206865580023,4.379860437586107,5.577049883466949,0.9380266209397293,
holo,4K9W,A1ASV,9BV5,7,148.0,1.1373051706446888,4.3765695020590885,5.539109013811329,1.1760088488834246,
holo,4K9W,A1BNX,9MS1,2,,,,,,span < 4 residues in common
holo,4K9W,A1CIW,9PLK,4,148.0,1.175053107318502,5.146065142912555,5.737110923012838,1.4500763370652006,
holo,4K9W,CFF,8SO1,7,148.0,1.0281009666116792,4.542079999455336,5.880075072655234,1.2978757473364053,
holo,4K9W,CL6,8SPD,7,148.0,1.2323172369991031,8.255677244742554,10.230588336663953,1.3202641703576623,
holo,4K9W,D0R,3TJS,2,,,,,,span < 4 residues in common
holo,4K9W,D7J,6BD7,7,148.0,0.9768020915210974,4.511975060196652,5.679641545461986,1.031403797526372,
holo,4K9W,D7M,6BD5,7,148.0,0.9531059109779969,4.4776058220129284,5.748609127234388,1.0139341747101223,
holo,4K9W,D7Y,6BCZ,7,148.0,0.9265914532652139,4.438925110341933,5.6311606431050345,1.075067161944042,
holo,4K9W,D81,6BD8,7,148.0,0.9038827623173277,4.292350617915355,5.53077446020243,0.8052757612982262,
holo,4K9W,DEJ,6BDI,7,148.0,0.969418847945099,4.422136429743534,5.591197695721558,1.0350084232792347,
holo,4K9W,DEV,6BDH,0,,,,,,span < 4 residues in common
holo,4K9W,DJ1,6BDK,7,148.0,0.9799209468122376,4.437051262151272,5.522909088442574,1.0448955890883165,
holo,4K9W,ERY,2J0D,4,148.0,1.328132931436997,5.321209119955348,7.928520938418015,1.5635810215290784,
holo,4K9W,FZV,6DAC,4,148.0,0.9420099362272562,4.517425555677864,5.566435966790499,0.9606786446371777,
holo,4K9W,G0D,6DA2,3,,,,,,span < 4 residues in common
holo,4K9W,G0J,6DA8,1,,,,,,span < 4 residues in common
holo,4K9W,G0M,6DAA,1,,,,,,span < 4 residues in common
holo,4K9W,G0V,6DAB,0,,,,,,span < 4 residues in common
holo,4K9W,G1J,6DA5,1,,,,,,span < 4 residues in common
holo,4K9W,J9K,4D78,7,146.0,0.5209510126648962,0.8959612085461656,1.3106581649589735,0.49799386537085033,
holo,4K9W,KLN,2V0M,7,146.0,0.4431292870929616,1.6569630131637894,2.5574949149378625,0.43286242542300035,
holo,4K9W,MF8,5G5J,7,147.0,1.0653714715192328,4.631659791583708,5.852474080766732,1.2199485042679576,
holo,4K9W,MWS,6OOB,7,148.0,1.117291901530431,4.781932897809816,6.1824146724604745,1.3981741577692115,
holo,4K9W,MWV,6OO9,7,148.0,1.157353913268153,4.681367873305121,5.887132810041057,1.3314235935533687,
holo,4K9W,MWY,6OOA,1,,,,,,span < 4 residues in common
holo,4K9W,MYT,1W0G,7,146.0,1.0917631639773424,4.536663687621019,5.816280249414085,1.1715918066340143,
holo,4K9W,NH0,7UF9,0,,,,,,span < 4 residues in common
holo,4K9W,NI6,7UFA,7,147.0,0.7704347138829339,8.173972761017888,9.79226986215688,0.7208584080370227,
holo,4K9W,NJ0,7UFB,7,148.0,1.0017789932835088,4.5296653146572785,5.684846626701676,1.1300169235414967,
holo,4K9W,NJO,7UFC,7,148.0,0.9704768411719373,4.335221982840144,6.006477931970461,0.8877598765594344,
holo,4K9W,NXR,7UFE,7,148.0,0.40332321348788375,0.6170816535923667,0.8941730997892599,0.2123387971397111,
holo,4K9W,NYF,7UFF,7,148.0,0.40489263392998653,0.5964087592380093,0.8460945583276792,0.21527624335845805,
holo,4K9W,PG0,9BV6,6,148.0,0.9536206865580023,4.379860437586107,5.577049883466949,0.9380266209397293,
holo,4K9W,PG4,9YK4,7,148.0,1.000671658585233,4.486761181472337,5.640445646644396,1.2179110672673032,
holo,4K9W,PK9,4D6Z,7,146.0,0.9867911756752549,4.615613655270925,5.7492154701025475,1.1557172089396859,
holo,4K9W,PKT,4D7D,7,147.0,0.5603598458221231,1.8109675933165228,2.7258525228017465,0.42510857980054095,
holo,4K9W,QDJ,6UNL,0,,,,,,span < 4 residues in common
holo,4K9W,QDP,6UNM,0,,,,,,span < 4 residues in common
holo,4K9W,QDV,6UNI,0,,,,,,span < 4 residues in common
holo,4K9W,QDY,6UNJ,7,147.0,0.4550195028950076,5.605203516180408,6.669785314679398,0.32034052533676954,
holo,4K9W,QE4,6UNK,3,,,,,,span < 4 residues in common
holo,4K9W,QEA,6UNH,4,147.0,0.6490492774572819,4.367627303818446,5.30181011794777,0.6138671200800487,
holo,4K9W,QEP,6UNG,4,148.0,0.7289456812977345,4.370944173239207,5.321538360601809,0.4886225918790503,
holo,4K9W,QES,6UNE,4,148.0,0.8269852179738558,4.1623483867804065,5.1647372007634695,0.7291011108939802,
holo,4K9W,RIT,3NXU,7,147.0,0.3272261978411374,0.5515776509463546,0.7487689900654688,0.22286434063348687,
holo,4K9W,T0K,7UFD,7,148.0,0.9523056538668765,4.277483220862309,5.862127289756112,0.9909269734673373,
holo,4K9W,TCI,9PLJ,7,148.0,1.0805173880661605,4.69344724147919,6.079414701125031,1.359741247500207,
holo,4K9W,X5Y,7KVH,7,147.0,0.40969597890998755,0.5223658105420859,0.8479073107086262,0.37101959073107604,
holo,4K9W,X6J,7KVP,3,,,,,,span < 4 residues in common
holo,4K9W,X6S,7KVO,7,148.0,0.5107186425396444,0.6860297777120181,0.9507087985371185,0.3459955269615774,
holo,4K9W,X6V,7KVN,7,146.0,0.42754062691821865,0.7042044302850011,1.056000542962281,0.29523832128939237,
holo,4K9W,X71,7KVM,2,,,,,,span < 4 residues in common
holo,4K9W,X74,7KVS,7,148.0,0.40486676859398696,0.7958332069996437,1.4189330449851483,0.32875780929501663,
holo,4K9W,X7D,7KVQ,7,147.0,0.46048481464914814,0.792736410802673,1.3076408513695317,0.3248305539310321,
holo,4K9W,X7J,7KVK,7,148.0,0.446843213155477,0.6004646156500865,0.8503390680271092,0.27842937892877756,
holo,4K9W,X7M,7KVJ,0,,,,,,span < 4 residues in common
holo,4K9W,X7P,7KVI,1,,,,,,span < 4 residues in common
holo,4K9W,Y83,6BDM,4,148.0,0.8246128656406672,4.5294063197192,5.251967913306846,0.550426811923088,
holo,4K9W,YNV,7LXL,2,,,,,,span < 4 residues in common
holo,4K9W,Z8Z,4I4G,7,147.0,0.46218796545581803,0.9413075309539842,1.7083706975665525,0.36020638834941865,
holo,4K9W,Z9Z,4I4H,7,147.0,0.506788154189672,0.9073053118783602,1.5163726968068765,0.3494690967011486,
holo,4NY4,08J,5TE8,7,148.0,0.8418501649845354,7.18508242976492,12.236441868398378,0.8707711419132559,
holo,4NY4,08Y,3UA1,7,148.0,0.554385175982873,1.2332680869639694,2.356032525551311,0.6374264547501725,
holo,4NY4,1RD,4K9T,7,146.0,0.5623475034685037,4.530605530586252,5.724804854877613,0.6509068314056063,
holo,4NY4,5AW,4K9U,1,,,,,,span < 4 residues in common
holo,4NY4,6AW,4K9V,7,146.0,0.37882691225386966,0.9168983935598973,1.8537335714756906,0.40849507733918605,
holo,4NY4,7AW,4K9W,7,147.0,0.8973798963612121,4.230365140528046,5.730603010711805,0.8736040807400524,
holo,4NY4,80K,6BD6,7,147.0,0.51532232883092,0.700094006497009,0.9139260208729645,0.4725979947783562,
holo,4NY4,8AW,4K9X,5,146.0,0.5277132604141231,4.4431658675840495,5.55847905278254,0.5958409003668234,
holo,4NY4,A1A06,9COS,0,,,,,,span < 4 residues in common
holo,4NY4,A1A07,9COR,1,,,,,,span < 4 residues in common
holo,4NY4,A1A08,9COT,0,,,,,,span < 4 residues in common
holo,4NY4,A1A4K,9COX,0,,,,,,span < 4 residues in common
holo,4NY4,A1A4S,9COV,0,,,,,,span < 4 residues in common
holo,4NY4,A1A4T,9COY,0,,,,,,span < 4 residues in common
holo,4NY4,A1A4U,9COU,0,,,,,,span < 4 residues in common
holo,4NY4,A1A4V,9COW,0,,,,,,span < 4 residues in common
holo,4NY4,A1APA,9BBB,1,,,,,,span < 4 residues in common
holo,4NY4,A1ASO,9BVC,7,148.0,0.455205759950328,1.0981967507244885,2.0215074417029837,0.3680319830824511,
holo,4NY4,A1ASP,9BVB,7,148.0,0.4665711362565674,1.1351545782935584,2.1620179903962518,0.3946319335270798,
holo,4NY4,A1ASQ,9BVA,7,147.0,0.47144923977773273,1.1170465389530269,2.1104816963892077,0.3320807526181458,
holo,4NY4,A1ASR,9BV9,7,148.0,0.4912512733932037,1.1546300734965722,2.193818767573683,0.3981318536497397,
holo,4NY4,A1ASS,9BV8,7,148.0,0.4556112349206177,0.8033895568217695,1.5935088366325294,0.46369632260792,
holo,4NY4,A1AST,9BV7,7,147.0,0.4430431560570676,1.1460820798395432,2.0697751374174893,0.3884274747764031,
holo,4NY4,A1ASU,9BV6,6,148.0,0.48067859271928937,3.9567024532246524,6.399152955505956,0.3084861728391852,
holo,4NY4,A1ASV,9BV5,7,149.0,0.7653254942023427,0.8636244902425148,1.6254506444199404,0.4527532746686941,
holo,4NY4,A1BNX,9MS1,2,,,,,,span < 4 residues in common
holo,4NY4,A1CIW,9PLK,4,149.0,0.6375403906817578,4.594424618148735,6.249294260963268,0.8051475761199247,
holo,4NY4,CFF,8SO1,7,149.0,0.5428054840423743,1.1444207152768375,2.1945411567951885,0.6545217623603021,
holo,4NY4,CL6,8SPD,7,147.0,0.6249484399622552,7.257181576168723,9.190161194350297,0.5978450015327098,
holo,4NY4,D0R,3TJS,2,,,,,,span < 4 residues in common
holo,4NY4,D7J,6BD7,7,149.0,0.6647648513900156,0.9993237442841589,1.8135830131260935,0.40657710771598343,
holo,4NY4,D7M,6BD5,7,147.0,0.48498753894385166,1.0826837967954224,2.085370950740996,0.4043987200857184,
holo,4NY4,D7Y,6BCZ,7,149.0,0.6921017616477328,1.0098254395499875,1.9412915241109485,0.48588435774818783,
holo,4NY4,D81,6BD8,7,147.0,0.5194720779450261,1.1104644229496374,1.6915955370296971,0.38779548160802696,
holo,4NY4,DEJ,6BDI,7,149.0,0.682826407803264,1.0172259113584203,1.958192439278882,0.40539319362645426,
holo,4NY4,DEV,6BDH,0,,,,,,span < 4 residues in common
holo,4NY4,DJ1,6BDK,7,149.0,0.6742792387899391,1.073651176146438,1.9869904915171603,0.3860939715059415,
holo,4NY4,ERY,2J0D,4,148.0,0.7309327846516547,5.574160099278462,8.05537655805402,0.8603096512142767,
holo,4NY4,FZV,6DAC,4,147.0,0.5038391934439119,1.8289216806492807,3.5616038487797295,0.4347182151680569,
holo,4NY4,G0D,6DA2,3,,,,,,span < 4 residues in common
holo,4NY4,G0J,6DA8,1,,,,,,span < 4 residues in common
holo,4NY4,G0M,6DAA,1,,,,,,span < 4 residues in common
holo,4NY4,G0V,6DAB,0,,,,,,span < 4 residues in common
holo,4NY4,G1J,6DA5,1,,,,,,span < 4 residues in common
holo,4NY4,J9K,4D78,7,146.0,0.5156087706486926,4.2464063319704435,5.6759946633251825,0.5972632276364604,
holo,4NY4,KLN,2V0M,7,146.0,0.6659844501244894,4.83133288645578,6.521516367400364,0.7246096353783932,
holo,4NY4,MF8,5G5J,7,148.0,0.5454441026822292,1.1155579335855295,2.10115185979171,0.6132661268670193,
holo,4NY4,MWS,6OOB,7,148.0,0.5810870292417766,1.3204290597251211,2.4328238181371926,0.7532141660709817,
holo,4NY4,MWV,6OO9,7,149.0,0.6254261292620098,1.1380572173370773,2.234730066928797,0.6439182621592093,
holo,4NY4,MWY,6OOA,1,,,,,,span < 4 residues in common
holo,4NY4,MYT,1W0G,7,146.0,0.6052357624968736,0.7137112501569479,1.366598953396729,0.5271763610116603,
holo,4NY4,NH0,7UF9,0,,,,,,span < 4 residues in common
holo,4NY4,NI6,7UFA,7,148.0,0.4803193514480075,6.965853624063071,8.049608479982368,0.404551255319063,
holo,4NY4,NJ0,7UFB,7,149.0,0.5089048630286956,1.0163028076773353,1.9550849378757247,0.39054224765515577,
holo,4NY4,NJO,7UFC,7,149.0,0.5977704883660967,0.46478309325285744,0.9370427155130372,0.3436832653389102,
holo,4NY4,NXR,7UFE,7,147.0,0.7977551168482933,4.142866074760137,5.718820689198076,0.7785824109860441,
holo,4NY4,NYF,7UFF,7,147.0,0.7962693725735851,4.166684109732992,5.762897221896232,0.7774706173727244,
holo,4NY4,PG0,9BV6,6,148.0,0.48067859271928937,3.9567024532246524,6.399152955505956,0.3084861728391852,
holo,4NY4,PG4,9YK4,7,147.0,0.48930626308754205,1.0614093849458777,2.136450889996765,0.47848133899098905,
holo,4NY4,PK9,4D6Z,7,146.0,0.47694327360280997,1.0517813434964052,2.1154151356502995,0.4886225595982802,
holo,4NY4,PKT,4D7D,7,146.0,0.49748418293956825,3.868550882027738,6.258557457787553,0.5584615033423765,
holo,4NY4,QDJ,6UNL,0,,,,,,span < 4 residues in common
holo,4NY4,QDP,6UNM,0,,,,,,span < 4 residues in common
holo,4NY4,QDV,6UNI,0,,,,,,span < 4 residues in common
holo,4NY4,QDY,6UNJ,7,146.0,0.6579505127305406,4.249197965627227,5.89687873018757,0.7845047628632986,
holo,4NY4,QE4,6UNK,3,,,,,,span < 4 residues in common
holo,4NY4,QEA,6UNH,4,147.0,0.5174661077354623,0.6266148302410097,0.7052667157116629,0.5624054260771822,
holo,4NY4,QEP,6UNG,4,148.0,0.47294075201803637,0.701030945438745,0.8779684503749028,0.5568071818891296,
holo,4NY4,QES,6UNE,4,147.0,0.5269169828330309,0.9632614829383455,1.161186048195447,0.43073535828057735,
holo,4NY4,RIT,3NXU,7,146.0,0.8070822848620494,4.218353175173498,5.510555224605573,0.8641233512682805,
holo,4NY4,T0K,7UFD,7,149.0,0.5941956306573846,0.4094091539858253,0.8255940863607222,0.426804542406915,
holo,4NY4,TCI,9PLJ,7,149.0,0.5583018400031016,1.3279318901276382,2.4376849927326396,0.6918087352082428,
holo,4NY4,X5Y,7KVH,7,146.0,0.5699669220126137,4.523569495260283,6.453217278945682,0.6960349638419457,
holo,4NY4,X6J,7KVP,3,,,,,,span < 4 residues in common
holo,4NY4,X6S,7KVO,7,148.0,0.757767707634739,4.043124510605173,5.689745032737141,0.7308908361712042,
holo,4NY4,X6V,7KVN,7,145.0,0.6321771309854859,4.2858743511104915,5.996547057377202,0.7113767027872455,
holo,4NY4,X71,7KVM,2,,,,,,span < 4 residues in common
holo,4NY4,X74,7KVS,7,148.0,0.7907785546647422,4.1298630327004195,5.871027568163688,0.7809783810329087,
holo,4NY4,X7D,7KVQ,7,146.0,0.5991087246285747,4.070188958078537,5.815351614287289,0.6764873145662754,
holo,4NY4,X7J,7KVK,7,148.0,0.8431761966447767,4.14445744814615,5.827329169079953,0.8374105904688849,
holo,4NY4,X7M,7KVJ,0,,,,,,span < 4 residues in common
holo,4NY4,X7P,7KVI,1,,,,,,span < 4 residues in common
holo,4NY4,Y83,6BDM,4,149.0,0.5826103018022236,2.8615281788556923,5.2025084253025575,0.6583247156114782,
holo,4NY4,YNV,7LXL,2,,,,,,span < 4 residues in common
holo,4NY4,Z8Z,4I4G,7,146.0,0.5448111015878392,4.8817070042170725,6.472616147542046,0.6107251128566866,
holo,4NY4,Z9Z,4I4H,7,146.0,0.546741008240715,4.211911359728281,5.901835290139142,0.6500809014289559,
holo,5A1P,08J,5TE8,7,150.0,0.5941592473450485,7.381325358187446,11.937700485278997,0.48027511125703737,
holo,5A1P,08Y,3UA1,7,148.0,0.4028504014045899,0.5967608855492279,0.7272391259569063,0.24100731158727456,
holo,5A1P,1RD,4K9T,7,146.0,0.7396635297454396,4.654801996814337,6.522659448945617,0.9410968154270483,
holo,5A1P,2QH,4NY4,7,149.0,0.6475293672151311,1.2633407687161133,2.464924964739002,0.6422142169089627,
holo,5A1P,5AW,4K9U,1,,,,,,span < 4 residues in common
holo,5A1P,6AW,4K9V,7,146.0,0.44554771614536803,1.1165250458139535,2.4439875495184085,0.4161826633824657,
holo,5A1P,7AW,4K9W,7,148.0,1.085785584912086,4.810241171200401,5.990418667643856,1.2565634498661316,
holo,5A1P,80K,6BD6,7,148.0,0.49051111577178547,1.1837100003386851,2.2725256684819595,0.7492847068508102,
holo,5A1P,8AW,4K9X,5,147.0,0.7837699339311587,4.982509513567637,5.779102530810111,0.9833884911459104,
holo,5A1P,A1A06,9COS,0,,,,,,span < 4 residues in common
holo,5A1P,A1A07,9COR,1,,,,,,span < 4 residues in common
holo,5A1P,A1A08,9COT,0,,,,,,span < 4 residues in common
holo,5A1P,A1A4K,9COX,0,,,,,,span < 4 residues in common
holo,5A1P,A1A4S,9COV,0,,,,,,span < 4 residues in common
holo,5A1P,A1A4T,9COY,0,,,,,,span < 4 residues in common
holo,5A1P,A1A4U,9COU,0,,,,,,span < 4 residues in common
holo,5A1P,A1A4V,9COW,0,,,,,,span < 4 residues in common
holo,5A1P,A1APA,9BBB,1,,,,,,span < 4 residues in common
holo,5A1P,A1ASO,9BVC,7,149.0,0.42716782928267083,0.6296009309936912,0.7842049946790588,0.43571926823976953,
holo,5A1P,A1ASP,9BVB,7,150.0,0.44907019034226303,0.4802854381774283,0.6495321656689168,0.4142805703034701,
holo,5A1P,A1ASQ,9BVA,7,149.0,0.44280089460077304,0.3840820486404657,0.4941661959265388,0.5062531470006981,
holo,5A1P,A1ASR,9BV9,7,150.0,0.44263582388421374,0.47041933538403363,0.6391354104493258,0.4035331384286652,
holo,5A1P,A1ASS,9BV8,7,150.0,0.3837190941188081,0.7050773881139941,0.9899645541772978,0.34229200660760767,
holo,5A1P,A1AST,9BV7,7,149.0,0.4597610229682083,0.601963357506356,0.7716457537531094,0.48878377800460543,
holo,5A1P,A1ASU,9BV6,6,150.0,0.4790230264482711,4.837176173940911,6.624294873846941,0.5465035953972315,
holo,5A1P,A1ASV,9BV5,7,151.0,0.765902564139919,0.6340333523287296,0.82233430723991,0.38437215101006905,
holo,5A1P,A1BNX,9MS1,2,,,,,,span < 4 residues in common
holo,5A1P,A1CIW,9PLK,4,151.0,0.4115553281737934,5.065805981884005,7.209938869965787,0.29903095662138773,
holo,5A1P,CFF,8SO1,7,151.0,0.3435497583037417,0.6712722735991686,0.9516109808542511,0.1699175509756245,
holo,5A1P,CL6,8SPD,7,149.0,0.45523187869643733,7.526871923924511,9.058405373194608,0.40943400382048956,
holo,5A1P,D0R,3TJS,2,,,,,,span < 4 residues in common
holo,5A1P,D7J,6BD7,7,151.0,0.6430696565666083,0.429416788626924,0.7056298135687351,0.4008180782889242,
holo,5A1P,D7M,6BD5,7,149.0,0.42966166473080775,0.5099497942403238,0.7754585948966384,0.4511852966914551,
